Order,Family,Species,ZooMS_taxon,COL1a2_978_990,COL1a2_604_618,COL1a2_502_519,COL1a2_889_906,COL1a2_889_906,COL1a2_175_192,COL1a2_292_309,COL1a2_625_648,COL1a2_625_653,COL1a2_658_687,COL1a2_454_483,COL1a2_757_789,COL1a2_10_42,COL1a2_10_42,COL1a2_520_555,COL1a2_520_555
Threskiornithidae,Pelecaniformes,Theristicus caerulescens,plumbeous ibis,1220.7,1221.6,1578.8,1578.8,1594.8,1603.8,1612.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Certhiidae,Thryothorus Ludovicianus,Carolina wren,1220.7,1221.6,1578.8,1592.8,1608.8,1603.8,1608.8,2108.0,2466.2,2525.3,,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Sittidae,Tichodroma Muraria,Tichodroma Muraria,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2525.3,,2927.5,,,3156.5,3172.5
Tinamiformes,Tinamidae,Tinamus Guttatus,White-throated tinamou,1220.7,1221.6,1578.8,1594.8,1610.8,1603.8,1609.8,2108.0,2466.2,2527.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Turdidae,Turdus Rufiventris,rufous-bellied thrush,1220.7,1221.6,,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,,2777.3,2913.5,3111.4,3127.4,,
Galliformes,Phasianidae,Tympanuchus Pallidicinctus,Lesser prairie-chicken,1220.7,1221.6,1594.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2553.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Strigiformes,Tytonidae,Tyto Alba,Barn owl,1220.7,1221.6,1608.8,1550.8,1566.8,1589.8,1609.8,2135.0,2493.2,2523.3,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Bucerotiformes,Upupidae,Upupa Epops,Eurasian hoopoe,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1579.7,2108.0,2466.2,2497.2,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Estrildidae,Vidua Chalybeata,Village indigobird,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2481.2,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Estrildidae,Vidua Macroura,Pin-tailed whydah,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2467.2,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Thamnophilidae,Willisornis Vidua,Xingu scale-backed antbird,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1609.8,2108.0,2466.2,2513.2,2777.3,2927.5,3097.4,3113.4,3140.5,3156.5
Passeriformes,Passerellidae,Zonotrichia Albicollis,White-throated sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Passerellidae,Zonotrichia Leucophrys Gambelii,Zonotrichia Leucophrys Gambelii,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
